day;dteday;season;yr;mnth;holiday;weekday;workingday;weathersit;temp_celsius;windspeed_kh;atemp;hum;casual;registered;cnt
366;01/01/2012;1;1;1;0;0;0;1;15,17;12,875189;0,375621;69,25;686;1608;2294
367;02/01/2012;1;1;1;1;1;0;1;11,194763;22,087555;0,252304;38,1304;244;1707;1951
368;03/01/2012;1;1;1;0;2;1;1;6,15;24,499957;0,126275;44,125;89;2147;2236
369;04/01/2012;1;1;1;0;3;1;2;4,4075;12,3749;0,119337;41,4583;95;2273;2368
370;05/01/2012;1;1;1;0;4;1;1;10,899153;8,709129;0,278412;52,4167;140;3132;3272
371;06/01/2012;1;1;1;0;5;1;1;13,700847;11,249836;0,340267;54,2083;307;3791;4098
372;07/01/2012;1;1;1;0;6;0;1;16,126653;11,708786;0,390779;53,1667;1070;3451;4521
373;08/01/2012;1;1;1;0;0;0;1;13,8375;12,833314;0,340258;46,5;599;2826;3425
374;09/01/2012;1;1;1;0;1;1;2;9,190847;6,6263;0,247479;70,1667;106;2270;2376
375;10/01/2012;1;1;1;0;2;1;1;12,656536;12,565984;0,318826;64,6522;173;3425;3598
376;11/01/2012;1;1;1;0;3;1;2;11,240847;8,791807;0,282821;84,75;92;2085;2177
377;12/01/2012;1;1;1;0;4;1;2;15,6825;12,124789;0,381938;80,2917;269;3828;4097
378;13/01/2012;1;1;1;0;5;1;1;11,240847;25,333236;0,249362;50,75;174;3040;3214
379;14/01/2012;1;1;1;0;6;0;1;7,38;12,541261;0,183087;45,75;333;2160;2493
380;15/01/2012;1;1;1;0;0;0;1;6,833347;16,834286;0,161625;41,9167;284;2027;2311
381;16/01/2012;1;1;1;1;1;0;1;7,79;15,500986;0,190663;52,25;217;2081;2298
382;17/01/2012;1;1;1;0;2;1;2;15,294763;23,39171;0,364278;71,6087;127;2808;2935
383;18/01/2012;1;1;1;0;3;1;1;12,436653;27,833743;0,275254;44,3333;109;3267;3376
384;19/01/2012;1;1;1;0;4;1;1;7,79;14,750586;0,190038;49,75;130;3162;3292
385;20/01/2012;1;1;1;0;5;1;2;8,9175;13,58425;0,220958;45;115;3048;3163
386;21/01/2012;1;1;1;0;6;0;2;7,106653;14,917014;0,174875;83,125;67;1234;1301
387;22/01/2012;1;1;1;0;0;0;2;6,6625;13,375746;0,16225;79,625;196;1781;1977
388;23/01/2012;1;1;1;0;1;1;2;8,951653;7,417436;0,243058;91,125;145;2287;2432
389;24/01/2012;1;1;1;0;2;1;1;14,0425;8,292389;0,349108;83,5833;439;3900;4339
390;25/01/2012;1;1;1;0;3;1;1;12,060847;10,791757;0,294821;64,375;467;3803;4270
391;26/01/2012;1;1;1;0;4;1;2;14,008347;4,9175186;0,35605;76,9583;244;3831;4075
392;27/01/2012;1;1;1;0;5;1;2;17,425;22,958689;0,415383;74,125;269;3187;3456
393;28/01/2012;1;1;1;0;6;0;1;12,949153;14,125543;0,326379;54,3333;775;3248;4023
394;29/01/2012;1;1;1;0;0;0;1;11,5825;16,08335;0,272721;31,125;558;2685;3243
395;30/01/2012;1;1;1;0;1;1;1;11,035847;14,458064;0,262625;40,0833;126;3498;3624
396;31/01/2012;1;1;1;0;2;1;1;15,99;17,541739;0,381317;41,6667;324;4185;4509
397;01/02/2012;1;1;2;0;3;1;1;19,235847;12,667489;0,466538;50,7917;304;4275;4579
398;02/02/2012;1;1;2;0;4;1;2;16,365847;12,541529;0,398971;67,2917;190;3571;3761
399;03/02/2012;1;1;2;0;5;1;1;12,846653;11,959232;0,309346;52,6667;310;3841;4151
400;04/02/2012;1;1;2;0;6;0;2;10,830847;8,167032;0,272725;77,9583;384;2448;2832
401;05/02/2012;1;1;2;0;0;0;2;10,899153;11,791732;0,264521;68,7917;318;2629;2947
402;06/02/2012;1;1;2;0;1;1;1;11,586969;10,3046;0,296426;62,2174;206;3578;3784
403;07/02/2012;1;1;2;0;2;1;1;14,520847;9,874393;0,361104;49,625;199;4176;4375
404;08/02/2012;1;1;2;0;3;1;2;10,523347;8,959307;0,266421;72,2917;109;2693;2802
405;09/02/2012;1;1;2;0;4;1;1;10,865;13,000479;0,261988;56,2083;163;3667;3830
406;10/02/2012;1;1;2;0;5;1;2;11,514153;7,834243;0,293558;54;227;3604;3831
407;11/02/2012;1;1;2;0;6;0;3;9,190847;19,416332;0,210867;73,125;192;1977;2169
408;12/02/2012;1;1;2;0;0;0;1;5,2275;27,417204;0,101658;46,4583;73;1456;1529
409;13/02/2012;1;1;2;0;1;1;1;9,1225;11,207961;0,227913;41,125;94;3328;3422
410;14/02/2012;1;1;2;0;2;1;2;13,085847;9,458993;0,333946;50,875;135;3787;3922
411;15/02/2012;1;1;2;0;3;1;1;14,281653;12,1672;0,351629;53,125;141;4028;4169
412;16/02/2012;1;1;2;0;4;1;2;12,983347;6,125475;0,330162;75,2917;74;2931;3005
413;17/02/2012;1;1;2;0;5;1;1;14,076653;13,791682;0,351629;63,4583;349;3805;4154
414;18/02/2012;1;1;2;0;6;0;1;14,213347;12,792243;0,355425;53,4583;1435;2883;4318
415;19/02/2012;1;1;2;0;0;0;2;11,48;16,958504;0,265788;51,5833;618;2071;2689
416;20/02/2012;1;1;2;1;1;0;1;11,48;15,348561;0,273391;50,7826;502;2627;3129
417;21/02/2012;1;1;2;0;2;1;1;11,800866;13,783039;0,295113;59,4348;163;3614;3777
418;22/02/2012;1;1;2;0;3;1;1;16,229153;15,709557;0,392667;56,7917;394;4379;4773
419;23/02/2012;1;1;2;0;4;1;1;18,620847;12,791171;0,444446;55,4583;516;4546;5062
420;24/02/2012;1;1;2;0;5;1;2;16,7075;15,916989;0,410971;73,75;246;3241;3487
421;25/02/2012;1;1;2;0;6;0;1;11,924153;28,250014;0,255675;39,5833;317;2415;2732
422;26/02/2012;1;1;2;0;0;0;1;11,445847;13,750343;0,268308;41;515;2874;3389
423;27/02/2012;1;1;2;0;1;1;1;15,033347;17,958211;0,357954;49,0833;253;4069;4322
424;28/02/2012;1;1;2;0;2;1;1;14,725847;12,958939;0,353525;39,5833;229;4134;4363
425;29/02/2012;1;1;2;0;3;1;2;14,118268;12,000839;0,34847;80,4783;65;1769;1834
426;01/03/2012;1;1;3;0;4;1;1;19,919153;15,208129;0,475371;61,5417;325;4665;4990
427;02/03/2012;1;1;3;0;5;1;2;14,486653;9,708568;0,359842;65,7083;246;2948;3194
428;03/03/2012;1;1;3;0;6;0;2;16,980847;10,792293;0,413492;62,125;956;3110;4066
429;04/03/2012;1;1;3;0;0;0;1;13,359153;22,416257;0,303021;40,3333;710;2713;3423
430;05/03/2012;1;1;3;0;1;1;1;9,976653;15,333486;0,241171;50,625;203;3130;3333
431;06/03/2012;1;1;3;0;2;1;1;10,591653;13,458625;0,255042;45,6667;221;3735;3956
432;07/03/2012;1;1;3;0;3;1;1;16,570847;23,167193;0,3851;51,3333;432;4484;4916
433;08/03/2012;1;1;3;0;4;1;1;21,6275;29,584721;0,524604;56,75;486;4896;5382
434;09/03/2012;1;1;3;0;5;1;2;16,844153;27,7916;0,397083;40,7083;447;4122;4569
435;10/03/2012;1;1;3;0;6;0;1;11,7875;15,12525;0,277767;35,0417;968;3150;4118
436;11/03/2012;1;1;3;0;0;0;1;14,831299;14,913329;0,35967;47,6957;1658;3253;4911
437;12/03/2012;1;1;3;0;1;1;1;19,133347;13,916771;0,459592;48,9167;838;4460;5298
438;13/03/2012;1;1;3;0;2;1;1;23,165;15,87565;0,542929;61,75;762;5085;5847
439;14/03/2012;1;1;3;0;3;1;1;23,4725;7,709154;0,548617;50,7083;997;5315;6312
440;15/03/2012;1;1;3;0;4;1;1;22,8575;10,042161;0,532825;57,9583;1005;5187;6192
441;16/03/2012;1;1;3;0;5;1;2;17,869153;7,583864;0,436229;84,2083;548;3830;4378
442;17/03/2012;1;1;3;0;6;0;2;21,080847;7,417168;0,505046;75,5833;3155;4681;7836
443;18/03/2012;1;1;3;0;0;0;2;19,3725;8,501161;0,464;81;2207;3685;5892
444;19/03/2012;1;1;3;0;1;1;1;22,345;10,875239;0,532821;72,875;982;5171;6153
445;20/03/2012;1;1;3;0;2;1;1;22,994153;8,125157;0,538533;80,7917;1051;5042;6093
446;21/03/2012;2;1;3;0;3;1;2;21,798347;6,0004061;0,513258;82,125;1122;5108;6230
447;22/03/2012;2;1;3;0;4;1;1;22,720847;7,876654;0,531567;83,125;1334;5537;6871
448;23/03/2012;2;1;3;0;5;1;2;24,668347;7,7921;0,570067;69,4167;2469;5893;8362
449;24/03/2012;2;1;3;0;6;0;2;20,6025;12,916461;0,486733;88,5417;1033;2339;3372
450;25/03/2012;2;1;3;0;0;0;2;17,9375;14,791925;0,437488;88,0833;1532;3464;4996
451;26/03/2012;2;1;3;0;1;1;1;18,279153;25,917007;0,43875;47,7917;795;4763;5558
452;27/03/2012;2;1;3;0;2;1;1;13,256653;12,541864;0,315654;29;531;4571;5102
453;28/03/2012;2;1;3;0;3;1;1;19,850847;19,541957;0,47095;48,125;674;5024;5698
454;29/03/2012;2;1;3;0;4;1;1;20,260847;21,41655;0,482304;43,9167;834;5299;6133
455;30/03/2012;2;1;3;0;5;1;2;15,17;9,250489;0,375621;58,0833;796;4663;5459
456;31/03/2012;2;1;3;0;6;0;2;17,390847;16,791339;0,421708;73,8333;2301;3934;6235
457;01/04/2012;2;1;4;0;0;0;2;17,459153;11,541889;0,417287;67,625;2347;3694;6041
458;02/04/2012;2;1;4;0;1;1;1;17,790433;20,913313;0,427513;50,4348;1208;4728;5936
459;03/04/2012;2;1;4;0;2;1;1;19,133347;6,708911;0,461483;39,6667;1348;5424;6772
460;04/04/2012;2;1;4;0;3;1;1;22,208347;12,125325;0,53345;46,9583;1058;5378;6436
461;05/04/2012;2;1;4;0;4;1;1;17,835;14,708443;0,431163;37,4167;1192;5265;6457
462;06/04/2012;2;1;4;0;5;1;1;16,536653;20,125996;0,390767;37,7083;1807;4653;6460
463;07/04/2012;2;1;4;0;6;0;1;17,9375;18,416357;0,426129;25,4167;3252;3605;6857
464;08/04/2012;2;1;4;0;0;0;1;20,5;15,583932;0,492425;27,5833;2230;2939;5169
465;09/04/2012;2;1;4;0;1;1;1;20,055847;23,999132;0,476638;31,75;905;4680;5585
466;10/04/2012;2;1;4;0;2;1;1;18,313347;16,708125;0,436233;43,5;819;5099;5918
467;11/04/2012;2;1;4;0;3;1;1;14,296536;19,783358;0,337274;46,9565;482;4380;4862
468;12/04/2012;2;1;4;0;4;1;1;16,2975;19,458743;0,387604;46,625;663;4746;5409
469;13/04/2012;2;1;4;0;5;1;1;18,1425;10,416557;0,431808;40,8333;1252;5146;6398
470;14/04/2012;2;1;4;0;6;0;1;20,295;12,791439;0,487996;50,2917;2795;4665;7460
471;15/04/2012;2;1;4;0;0;0;1;24,873347;15,083643;0,573875;50,7917;2846;4286;7132
472;16/04/2012;2;1;4;1;1;0;1;27,230847;19,083543;0,614925;56,1667;1198;5172;6370
473;17/04/2012;2;1;4;0;2;1;1;24,941653;18,333143;0,598487;39,0417;989;5702;6691
474;18/04/2012;2;1;4;0;3;1;2;18,996653;11,250104;0,457038;56,9167;347;4020;4367
475;19/04/2012;2;1;4;0;4;1;1;20,431653;4,4172564;0,493046;61,25;846;5719;6565
476;20/04/2012;2;1;4;0;5;1;1;21,593347;10,041357;0,515775;69,4583;1340;5950;7290
477;21/04/2012;2;1;4;0;6;0;1;23,37;19,000329;0,542921;68,2917;2541;4083;6624
478;22/04/2012;2;1;4;0;0;0;3;16,263347;23,084582;0,389504;83,5417;120;907;1027
479;23/04/2012;2;1;4;0;1;1;2;13,188347;20,334232;0,301125;76,6667;195;3019;3214
480;24/04/2012;2;1;4;0;2;1;1;16,946653;16,708661;0,405283;45,4167;518;5115;5633
481;25/04/2012;2;1;4;0;3;1;1;19,543347;7,959064;0,470317;42,7917;655;5541;6196
482;26/04/2012;2;1;4;0;4;1;2;20,431653;11,833875;0,483583;75,6667;475;4551;5026
483;27/04/2012;2;1;4;0;5;1;1;18,7575;23,291411;0,452637;40,0833;1014;5219;6233
484;28/04/2012;2;1;4;0;6;0;2;15,443347;8,708325;0,377504;48,9583;1120;3100;4220
485;29/04/2012;2;1;4;0;0;0;1;18,791653;7,832836;0,450121;58,7083;2229;4075;6304
486;30/04/2012;2;1;4;0;1;1;2;19,030847;11,499746;0,457696;57;665;4907;5572
487;01/05/2012;2;1;5;0;2;1;2;25,146653;10,458432;0,577021;65,9583;653;5087;5740
488;02/05/2012;2;1;5;0;3;1;1;23,130847;9,249886;0,537896;79,7083;667;5502;6169
489;03/05/2012;2;1;5;0;4;1;2;22,96;8,957632;0,537242;76,8333;764;5657;6421
490;04/05/2012;2;1;5;0;5;1;1;25,7275;10,916846;0,590917;73,5417;1069;5227;6296
491;05/05/2012;2;1;5;0;6;0;2;25,488347;10,250464;0,584608;75,6667;2496;4387;6883
492;06/05/2012;2;1;5;0;0;0;2;23,0625;10,041893;0,546737;74;2135;4224;6359
493;07/05/2012;2;1;5;0;1;1;2;22,0375;15,458307;0,527142;66,4167;1008;5265;6273
494;08/05/2012;2;1;5;0;2;1;2;23,848347;19,833943;0,557471;68,5833;738;4990;5728
495;09/05/2012;2;1;5;0;3;1;2;23,575;14,499604;0,553025;74,4167;620;4097;4717
496;10/05/2012;2;1;5;0;4;1;1;20,739153;21,042221;0,491783;55,2083;1026;5546;6572
497;11/05/2012;2;1;5;0;5;1;1;21,866653;15,874779;0,520833;36,0417;1319;5711;7030
498;12/05/2012;2;1;5;0;6;0;1;23,130847;8,249911;0,544817;48,0417;2622;4807;7429
499;13/05/2012;2;1;5;0;0;0;1;25,1125;15,082839;0,585238;57,625;2172;3946;6118
500;14/05/2012;2;1;5;0;1;1;2;23,506653;14,250364;0,5499;78,9583;342;2501;2843
501;15/05/2012;2;1;5;0;2;1;2;25,078347;9,875264;0,576404;79,4583;625;4490;5115
502;16/05/2012;2;1;5;0;3;1;1;26,103347;8,208304;0,595975;69,7917;991;6433;7424
503;17/05/2012;2;1;5;0;4;1;1;24,326653;15,374825;0,572613;52;1242;6142;7384
504;18/05/2012;2;1;5;0;5;1;1;23,130847;9,166739;0,551121;52,3333;1521;6118;7639
505;19/05/2012;2;1;5;0;6;0;1;24,6;5,626325;0,566908;45,625;3410;4884;8294
506;20/05/2012;2;1;5;0;0;0;1;25,454153;17,042589;0,583967;53,0417;2704;4425;7129
507;21/05/2012;2;1;5;0;1;1;2;24,531653;15,624668;0,565667;81,125;630;3729;4359
508;22/05/2012;2;1;5;0;2;1;2;25,215;7,917189;0,580825;76,5833;819;5254;6073
509;23/05/2012;2;1;5;0;3;1;2;25,488347;6,834;0,584612;77,4583;766;4494;5260
510;24/05/2012;2;1;5;0;4;1;1;26,855;11,584032;0,6067;71,6667;1059;5711;6770
511;25/05/2012;2;1;5;0;5;1;1;27,88;9,41685;0,627529;74,7083;1417;5317;6734
512;26/05/2012;2;1;5;0;6;0;1;28,3925;13,332464;0,642696;73,25;2855;3681;6536
513;27/05/2012;2;1;5;0;0;0;1;28,29;14,416457;0,641425;69,7083;3283;3308;6591
514;28/05/2012;2;1;5;1;1;0;1;29,2125;13,166907;0,6793;67,625;2557;3486;6043
515;29/05/2012;2;1;5;0;2;1;1;29,6225;19,7918;0,672992;68,4583;880;4863;5743
516;30/05/2012;2;1;5;0;3;1;2;26,923347;9,000043;0,611129;67;745;6110;6855
517;31/05/2012;2;1;5;0;4;1;1;27,88;13,083693;0,631329;49,2917;1100;6238;7338
518;01/06/2012;2;1;6;0;5;1;2;26,820847;15,916721;0,607962;75,5417;533;3594;4127
519;02/06/2012;2;1;6;0;6;0;1;23,916653;12,499654;0,566288;54,9167;2795;5325;8120
520;03/06/2012;2;1;6;0;0;0;1;24,7025;12,333829;0,575133;49,3333;2494;5147;7641
521;04/06/2012;2;1;6;0;1;1;1;24,4975;19,083811;0,578283;48,7083;1071;5927;6998
522;05/06/2012;2;1;6;0;2;1;2;22,174153;14,041525;0,525892;61,3333;968;6033;7001
523;06/06/2012;2;1;6;0;3;1;1;22,720847;5,167375;0,542292;61,125;1027;6028;7055
524;07/06/2012;2;1;6;0;4;1;1;24,7025;10,54245;0,569442;56,7083;1038;6456;7494
525;08/06/2012;2;1;6;0;5;1;1;26,615847;11,750661;0,597862;46,7917;1488;6248;7736
526;09/06/2012;2;1;6;0;6;0;1;29,144153;9,667229;0,648367;43,7083;2708;4790;7498
527;10/06/2012;2;1;6;0;0;0;1;29,793347;8,959307;0,663517;53,8333;2224;4374;6598
528;11/06/2012;2;1;6;0;1;1;2;29,554153;13,916771;0,659721;58,7917;1017;5647;6664
529;12/06/2012;2;1;6;0;2;1;2;26,786653;14,374582;0,597875;83,3333;477;4495;4972
530;13/06/2012;2;1;6;0;3;1;1;26,889153;22,999693;0,611117;58,2083;1173;6248;7421
531;14/06/2012;2;1;6;0;4;1;1;26,581653;17,000111;0,624383;56,9583;1180;6183;7363
532;15/06/2012;2;1;6;0;5;1;1;26,205847;11,833339;0,599754;58,9583;1563;6102;7665
533;16/06/2012;2;1;6;0;6;0;1;25,898347;11,166689;0,594708;50,4167;2963;4739;7702
534;17/06/2012;2;1;6;0;0;0;1;24,2925;9,708568;0,571975;59,875;2634;4344;6978
535;18/06/2012;2;1;6;0;1;1;2;23,301653;11,707982;0,544842;77,7917;653;4446;5099
536;19/06/2012;2;1;6;0;2;1;1;28,221653;9,917139;0,654692;69;968;5857;6825
537;20/06/2012;2;1;6;0;3;1;1;32,0825;7,625404;0,720975;59,2083;872;5339;6211
538;21/06/2012;3;1;6;0;4;1;1;33,039153;7,958729;0,752542;56,7917;778;5127;5905
539;22/06/2012;3;1;6;0;5;1;1;31,8775;12,250414;0,724121;57,375;964;4859;5823
540;23/06/2012;3;1;6;0;6;0;1;29,998347;12,041307;0,652792;53,4583;2657;4801;7458
541;24/06/2012;3;1;6;0;0;0;1;30,476653;9,750175;0,674254;47,9167;2551;4340;6891
542;25/06/2012;3;1;6;0;1;1;1;29,349153;20,125661;0,654042;50,4167;1139;5640;6779
543;26/06/2012;3;1;6;0;2;1;1;25,864153;23,292014;0,594704;37,3333;1077;6365;7442
544;27/06/2012;3;1;6;0;3;1;1;28,5975;18,208925;0,640792;36;1077;6258;7335
545;28/06/2012;3;1;6;0;4;1;1;30,715847;11,50055;0,675512;42,25;921;5958;6879
546;29/06/2012;3;1;6;0;5;1;1;34,200847;11,082939;0,786613;48,875;829;4634;5463
547;30/06/2012;3;1;6;0;6;0;1;31,365;10,791757;0,687508;60,125;1455;4232;5687
