instant;dteday;season;yr;mnth;holiday;weekday;workingday;weathersit;temp_celsius;windspeed_kh;atemp;hum;casual;registered;cnt
246;03/09/2011;3;0;9;0;6;0;1;27,435847;12,416775;0,633213;71,6667;1935;2549;4484
247;04/09/2011;3;0;9;0;0;0;1;29,075847;13,833289;0,665429;74,2083;2521;2419;4940
248;05/09/2011;3;0;9;1;1;0;2;27,606653;14,250632;0,625646;79,0417;1236;2115;3351
249;06/09/2011;3;0;9;0;2;1;3;22,14;23,044181;0,5152;88,6957;204;2506;2710
250;07/09/2011;3;0;9;0;3;1;3;24,565847;6,5003936;0,544229;91,7083;118;1878;1996
251;08/09/2011;3;0;9;0;4;1;3;25,990433;12,914116;0,555361;93,9565;153;1689;1842
252;09/09/2011;3;0;9;0;5;1;2;26,65;8,333393;0,578946;89,7917;417;3127;3544
253;10/09/2011;3;0;9;0;6;0;1;27,06;10,291736;0,607962;75,375;1750;3595;5345
254;11/09/2011;3;0;9;0;0;0;1;26,786653;7,708618;0,609229;71,375;1633;3413;5046
255;12/09/2011;3;0;9;0;1;1;1;26,418268;5,957171;0,60213;69,2174;690;4023;4713
256;13/09/2011;3;0;9;0;2;1;1;26,684153;9,500868;0,603554;71,25;701;4062;4763
257;14/09/2011;3;0;9;0;3;1;1;27,606653;11,2091;0,6269;69,7083;647;4138;4785
258;15/09/2011;3;0;9;0;4;1;2;23,6775;18,166782;0,553671;70,9167;428;3231;3659
259;16/09/2011;3;0;9;0;5;1;2;19,235847;11,000261;0,461475;59,0417;742;4018;4760
260;17/09/2011;3;0;9;0;6;0;2;20,158347;12,708225;0,478512;71,8333;1434;3077;4511
261;18/09/2011;3;0;9;0;0;0;1;20,8075;11,958361;0,490537;69,5;1353;2921;4274
262;19/09/2011;3;0;9;0;1;1;2;22,515847;10,166714;0,529675;69;691;3848;4539
263;20/09/2011;3;0;9;0;2;1;2;23,028347;9,041918;0,532217;88,125;438;3203;3641
264;21/09/2011;3;0;9;0;3;1;2;24,395;6,4590814;0,550533;90;539;3813;4352
265;22/09/2011;3;0;9;0;4;1;2;25,761653;8,584375;0,554963;90,2083;555;4240;4795
266;23/09/2011;4;0;9;0;5;1;2;24,975847;5,2505689;0,522125;97,25;258;2137;2395
267;24/09/2011;4;0;9;0;6;0;2;24,873347;5,2516811;0,564412;86,25;1776;3647;5423
268;25/09/2011;4;0;9;0;0;0;2;26,000847;3,3754064;0,572637;84,5;1544;3466;5010
269;26/09/2011;4;0;9;0;1;1;2;26,615847;7,4169;0,589042;84,8333;684;3946;4630
270;27/09/2011;4;0;9;0;2;1;2;26,103347;7,917457;0,574525;88,5417;477;3643;4120
271;28/09/2011;4;0;9;0;3;1;2;26,035;9,958143;0,575158;84,875;480;3427;3907
272;29/09/2011;4;0;9;0;4;1;1;25,283347;11,583161;0,574512;69,9167;653;4186;4839
273;30/09/2011;4;0;9;0;5;1;1;23,130847;13,833825;0,544829;64,75;830;4372;5202
274;01/10/2011;4;0;10;0;6;0;2;16,81;19,583832;0,412863;75,375;480;1949;2429
275;02/10/2011;4;0;10;0;0;0;2;14,623347;14,874871;0,345317;79,1667;616;2302;2918
276;03/10/2011;4;0;10;0;1;1;2;15,750847;5,5841686;0,392046;76,0833;330;3240;3570
277;04/10/2011;4;0;10;0;2;1;1;19,850847;13,792218;0,472858;71;486;3970;4456
278;05/10/2011;4;0;10;0;3;1;1;22,071653;11,87575;0,527138;64,7917;559;4267;4826
279;06/10/2011;4;0;10;0;4;1;1;20,260847;9,041918;0,480425;62,0833;639;4126;4765
280;07/10/2011;4;0;10;0;5;1;1;20,944153;1,5002439;0,504404;68,4167;949;4036;4985
281;08/10/2011;4;0;10;0;6;0;1;21,388347;3,0420814;0,513242;70,125;2235;3174;5409
282;09/10/2011;4;0;10;0;0;0;1;22,174153;4,25115;0,523983;72,75;2397;3114;5511
283;10/10/2011;4;0;10;1;1;0;1;23,404153;2,8343814;0,542925;73,375;1514;3603;5117
284;11/10/2011;4;0;10;0;2;1;2;23,233347;9,583814;0,546096;80,875;667;3896;4563
285;12/10/2011;4;0;10;0;3;1;3;22,276653;16,62605;0,517717;90,625;217;2199;2416
286;13/10/2011;4;0;10;0;4;1;2;24,155847;9,499729;0,551804;89,6667;290;2623;2913
287;14/10/2011;4;0;10;0;5;1;2;22,584153;15,000161;0,529675;71,625;529;3115;3644
288;15/10/2011;4;0;10;0;6;0;1;20,773347;17,291561;0,498725;48,3333;1899;3318;5217
289;16/10/2011;4;0;10;0;0;0;1;20,978347;18,875039;0,503154;48,6667;1748;3293;5041
290;17/10/2011;4;0;10;0;1;1;1;21,900847;11,750393;0,510725;57,9583;713;3857;4570
291;18/10/2011;4;0;10;0;2;1;2;21,8325;7,375829;0,522721;70,1667;637;4111;4748
292;19/10/2011;4;0;10;0;3;1;3;22,211299;16,303713;0,513848;89,5217;254;2170;2424
293;20/10/2011;4;0;10;0;4;1;1;19,509153;28,292425;0,466525;63,625;471;3724;4195
294;21/10/2011;4;0;10;0;5;1;1;17,5275;14,833532;0,423596;57,4167;676;3628;4304
295;22/10/2011;4;0;10;0;6;0;1;17,3225;6,2086689;0,425492;62,9167;1499;2809;4308
296;23/10/2011;4;0;10;0;0;0;1;17,288347;6,6673375;0,422333;74,125;1619;2762;4381
297;24/10/2011;4;0;10;0;1;1;1;18,996653;7,959064;0,457067;77,2083;699;3488;4187
298;25/10/2011;4;0;10;0;2;1;1;19,338347;11,166086;0,463375;62,2917;695;3992;4687
299;26/10/2011;4;0;10;0;3;1;2;19,850847;9,959014;0,472846;72,0417;404;3490;3894
300;27/10/2011;4;0;10;0;4;1;2;19,27;13,250121;0,457046;81,2917;240;2419;2659
301;28/10/2011;4;0;10;0;5;1;2;13,564153;15,375093;0,318812;58,5833;456;3291;3747
302;29/10/2011;4;0;10;0;6;0;3;10,420847;23,541857;0,227913;88,25;57;570;627
303;30/10/2011;4;0;10;0;0;0;1;13,085847;11,833339;0,321329;62,375;885;2446;3331
304;31/10/2011;4;0;10;0;1;1;1;13,94;7,12545;0,356063;70,3333;362;3307;3669
305;01/11/2011;4;0;11;0;2;1;1;16,434153;9,083257;0,397088;68,375;410;3658;4068
306;02/11/2011;4;0;11;0;3;1;1;15,4775;5,5001439;0,390133;71,875;370;3816;4186
307;03/11/2011;4;0;11;0;4;1;1;16,741653;9,166739;0,405921;70,2083;318;3656;3974
308;04/11/2011;4;0;11;0;5;1;2;16,536653;18,209193;0,403392;62,25;470;3576;4046
309;05/11/2011;4;0;11;0;6;0;1;13,393347;12,667154;0,323854;51,9167;1156;2770;3926
310;06/11/2011;4;0;11;0;0;0;1;14,281653;6,1676314;0,362358;73,4583;952;2697;3649
311;07/11/2011;4;0;11;0;1;1;1;16,195;3,834075;0,400871;75,875;373;3662;4035
312;08/11/2011;4;0;11;0;2;1;1;16,741653;4,6255125;0,412246;72,1667;376;3829;4205
313;09/11/2011;4;0;11;0;3;1;1;16,4;4,1671186;0,409079;75,8333;305;3804;4109
314;10/11/2011;4;0;11;0;4;1;2;15,58;12,667489;0,373721;81,3333;190;2743;2933
315;11/11/2011;4;0;11;1;5;0;1;13,290847;21,083225;0,306817;44,625;440;2928;3368
316;12/11/2011;4;0;11;0;6;0;1;14,623347;14,208154;0,357942;55,2917;1275;2792;4067
317;13/11/2011;4;0;11;0;0;0;1;18,074153;18,875307;0,43055;45,8333;1004;2713;3717
318;14/11/2011;4;0;11;0;1;1;1;21,73;20,541932;0,524612;58,7083;595;3891;4486
319;15/11/2011;4;0;11;0;2;1;2;21,73;13,375411;0,507579;68,875;449;3746;4195
320;16/11/2011;4;0;11;0;3;1;3;18,723347;9,167543;0,451988;93;145;1672;1817
321;17/11/2011;4;0;11;0;4;1;2;14,008347;20,459254;0,323221;57,5833;139;2914;3053
322;18/11/2011;4;0;11;0;5;1;1;11,240847;11,291711;0,272721;41;245;3147;3392
323;19/11/2011;4;0;11;0;6;0;1;13,495847;15,041232;0,324483;50,2083;943;2720;3663
324;20/11/2011;4;0;11;0;0;0;2;18,996653;12,45865;0,457058;68,4583;787;2733;3520
325;21/11/2011;4;0;11;0;1;1;3;18,3475;9,249618;0,445062;91;220;2545;2765
326;22/11/2011;4;0;11;0;2;1;3;17,083347;7,959064;0,421696;96,25;69;1538;1607
327;23/11/2011;4;0;11;0;3;1;2;18,074153;22,500275;0,430537;75,7917;112;2454;2566
328;24/11/2011;4;0;11;1;4;0;1;15,306653;11,209368;0,372471;54,9167;560;935;1495
329;25/11/2011;4;0;11;0;5;1;1;15,375;6,6260186;0,380671;64,375;1095;1697;2792
330;26/11/2011;4;0;11;0;6;0;1;15,409153;4,5841936;0,385087;68,1667;1249;1819;3068
331;27/11/2011;4;0;11;0;0;0;1;18,825847;13,999918;0,4558;69,8333;810;2261;3071
332;28/11/2011;4;0;11;0;1;1;1;20,642598;9,522174;0,490122;74,3043;253;3614;3867
333;29/11/2011;4;0;11;0;2;1;2;18,791653;17,292164;0,451375;83,0833;96;2818;2914
334;30/11/2011;4;0;11;0;3;1;1;13,325;18,167586;0,311221;61,3333;188;3425;3613
335;01/12/2011;4;0;12;0;4;1;1;12,8125;14,750586;0,305554;52,4583;182;3545;3727
336;02/12/2011;4;0;12;0;5;1;1;12,880847;6,750518;0,331433;62,5833;268;3672;3940
337;03/12/2011;4;0;12;0;6;0;1;12,265847;6,4174811;0,310604;61,2917;706;2908;3614
338;04/12/2011;4;0;12;0;0;0;1;13,564153;5,6252061;0,3491;77,5833;634;2851;3485
339;05/12/2011;4;0;12;0;1;1;2;15,819153;4,1679561;0,393925;82,7083;233;3578;3811
340;06/12/2011;4;0;12;0;2;1;3;18,9625;15,583061;0,4564;94,9583;126;2468;2594
341;07/12/2011;4;0;12;0;3;1;3;16,81;17,833725;0,400246;97,0417;50;655;705
342;08/12/2011;4;0;12;0;4;1;1;10,899153;16,083886;0,256938;58;150;3172;3322
343;09/12/2011;4;0;12;0;5;1;1;11,924153;5,5420189;0,317542;69,5833;261;3359;3620
344;10/12/2011;4;0;12;0;6;0;1;99;15,625807;0,266412;50,75;502;2688;3190
345;11/12/2011;4;0;12;0;0;0;1;99;4,4582939;0,253154;49;377;2366;2743
346;12/12/2011;4;0;12;0;1;1;1;9,771653;4,25115;0,270196;67,0833;143;3167;3310
347;13/12/2011;4;0;12;0;2;1;1;11,5825;9,41685;0,301138;59;155;3368;3523
348;14/12/2011;4;0;12;0;3;1;2;13,0175;4,0842061;0,338362;66,375;178;3562;3740
349;15/12/2011;4;0;12;0;4;1;2;17,3225;17,958814;0,412237;63,4167;181;3528;3709
350;16/12/2011;4;0;12;0;5;1;2;15,375;17,458525;0,359825;50,0417;178;3399;3577
351;17/12/2011;4;0;12;0;6;0;2;10,591653;16,292189;0,249371;56,0833;275;2464;2739
352;18/12/2011;4;0;12;0;0;0;1;9,771653;11,375193;0,245579;58,625;220;2211;2431
353;19/12/2011;4;0;12;0;1;1;1;11,343347;11,584032;0,280933;63,75;260;3143;3403
354;20/12/2011;4;0;12;0;2;1;2;15,819153;4,1252436;0,396454;59,5417;216;3534;3750
355;21/12/2011;1;0;12;0;3;1;2;17,561653;14,8338;0,428017;85,8333;107;2553;2660
356;22/12/2011;1;0;12;0;4;1;2;17,356653;3,167425;0,426121;75,75;227;2841;3068
357;23/12/2011;1;0;12;0;5;1;1;15,306653;18,374482;0,377513;68,625;163;2046;2209
358;24/12/2011;1;0;12;0;6;0;1;12,4025;12,750368;0,299242;54,25;155;856;1011
359;25/12/2011;1;0;12;0;0;0;1;11,266103;10,391097;0,279961;68,1304;303;451;754
360;26/12/2011;1;0;12;1;1;0;1;13,191299;16,044155;0,315535;50,6957;430;887;1317
361;27/12/2011;1;0;12;0;2;1;2;13,325;12,62615;0,327633;76,25;103;1059;1162
362;28/12/2011;1;0;12;0;3;1;1;12,26433;19,695387;0,279974;50,3913;255;2047;2302
363;29/12/2011;1;0;12;0;4;1;1;10,181653;8,000604;0,263892;57,4167;254;2169;2423
364;30/12/2011;1;0;12;0;5;1;1;12,778347;9,000579;0,318812;63,6667;491;2508;2999
365;31/12/2011;1;0;12;0;6;0;1;16,81;14,750318;0,414121;61,5833;665;1820;
366;01/01/2012;1;1;1;0;0;0;1;15,17;12,875189;0,375621;69,25;686;1608;
367;02/01/2012;1;1;1;1;1;0;1;11,194763;22,087555;0,252304;38,1304;244;1707;
368;03/01/2012;1;1;1;0;2;1;1;6,15;24,499957;0,126275;44,125;89;2147;2236
369;04/01/2012;1;1;1;0;3;1;2;4,4075;12,3749;0,119337;41,4583;95;2273;2368
370;05/01/2012;1;1;1;0;4;1;1;10,899153;8,709129;0,278412;52,4167;140;3132;3272
371;06/01/2012;1;1;1;0;5;1;1;13,700847;11,249836;0,340267;54,2083;307;3791;4098
372;07/01/2012;1;1;1;0;6;0;1;16,126653;11,708786;0,390779;53,1667;1070;3451;4521
373;08/01/2012;1;1;1;0;0;0;1;13,8375;12,833314;0,340258;46,5;599;2826;3425
374;09/01/2012;1;1;1;0;1;1;2;9,190847;6,6263;0,247479;70,1667;106;2270;2376
375;10/01/2012;1;1;1;0;2;1;1;12,656536;12,565984;0,318826;64,6522;173;3425;3598
376;11/01/2012;1;1;1;0;3;1;2;11,240847;8,791807;0,282821;84,75;92;2085;2177
377;12/01/2012;1;1;1;0;4;1;2;15,6825;12,124789;0,381938;80,2917;269;3828;4097
378;13/01/2012;1;1;1;0;5;1;1;11,240847;25,333236;0,249362;50,75;174;3040;3214
379;14/01/2012;1;1;1;0;6;0;1;7,38;12,541261;0,183087;45,75;333;2160;2493
380;15/01/2012;1;1;1;0;0;0;1;6,833347;16,834286;0,161625;41,9167;284;2027;2311
381;16/01/2012;1;1;1;1;1;0;1;7,79;15,500986;0,190663;52,25;217;2081;2298
382;17/01/2012;1;1;1;0;2;1;2;15,294763;23,39171;0,364278;71,6087;127;2808;2935
383;18/01/2012;1;1;1;0;3;1;1;12,436653;27,833743;0,275254;44,3333;109;3267;3376
384;19/01/2012;1;1;1;0;4;1;1;7,79;14,750586;0,190038;49,75;130;3162;3292
385;20/01/2012;1;1;1;0;5;1;2;8,9175;13,58425;0,220958;45;115;3048;3163
386;21/01/2012;1;1;1;0;6;0;2;7,106653;14,917014;0,174875;83,125;67;1234;1301
387;22/01/2012;1;1;1;0;0;0;2;6,6625;13,375746;0,16225;79,625;196;1781;1977
388;23/01/2012;1;1;1;0;1;1;2;8,951653;7,417436;0,243058;91,125;145;2287;2432
389;24/01/2012;1;1;1;0;2;1;1;14,0425;8,292389;0,349108;83,5833;439;3900;4339
390;25/01/2012;1;1;1;0;3;1;1;12,060847;10,791757;0,294821;64,375;467;3803;4270
391;26/01/2012;1;1;1;0;4;1;2;14,008347;4,9175186;0,35605;76,9583;244;3831;4075
392;27/01/2012;1;1;1;0;5;1;2;17,425;22,958689;0,415383;74,125;269;3187;3456
393;28/01/2012;1;1;1;0;6;0;1;12,949153;14,125543;0,326379;54,3333;775;3248;4023
394;29/01/2012;1;1;1;0;0;0;1;11,5825;16,08335;0,272721;31,125;558;2685;3243
395;30/01/2012;1;1;1;0;1;1;1;11,035847;14,458064;0,262625;40,0833;126;3498;3624
396;31/01/2012;1;1;1;0;2;1;1;15,99;17,541739;0,381317;41,6667;324;4185;4509
397;01/02/2012;1;1;2;0;3;1;1;19,235847;12,667489;0,466538;50,7917;304;4275;4579
397;01/02/2012;1;1;2;0;3;1;1;19,235847;12,667489;0,466538;50,7917;304;4275;4579
398;02/02/2012;1;1;2;0;4;1;2;16,365847;12,541529;0,398971;67,2917;190;3571;3761
399;03/02/2012;1;1;2;0;5;1;1;12,846653;11,959232;0,309346;52,6667;310;3841;4151
400;04/02/2012;1;1;2;0;6;0;2;10,830847;8,167032;0,272725;77,9583;384;2448;2832
401;05/02/2012;1;1;2;0;0;0;2;10,899153;11,791732;0,264521;68,7917;318;2629;2947
402;06/02/2012;1;1;2;0;1;1;1;11,586969;10,3046;0,296426;62,2174;206;3578;3784
403;07/02/2012;1;1;2;0;2;1;1;14,520847;9,874393;0,361104;49,625;199;4176;4375
404;08/02/2012;1;1;2;0;3;1;2;10,523347;8,959307;0,266421;72,2917;109;2693;2802
405;09/02/2012;1;1;2;0;4;1;1;10,865;13,000479;0,261988;56,2083;163;3667;3830
406;10/02/2012;1;1;2;0;5;1;2;11,514153;7,834243;0,293558;54;227;3604;3831
407;11/02/2012;1;1;2;0;6;0;3;9,190847;19,416332;0,210867;73,125;192;1977;2169
408;12/02/2012;1;1;2;0;0;0;1;5,2275;27,417204;0,101658;46,4583;73;1456;1529
409;13/02/2012;1;1;2;0;1;1;1;9,1225;11,207961;0,227913;41,125;94;3328;3422
410;14/02/2012;1;1;2;0;2;1;2;13,085847;9,458993;0,333946;50,875;135;3787;3922
411;15/02/2012;1;1;2;0;3;1;1;14,281653;12,1672;0,351629;53,125;141;4028;4169
412;16/02/2012;1;1;2;0;4;1;2;12,983347;6,125475;0,330162;75,2917;74;2931;3005
413;17/02/2012;1;1;2;0;5;1;1;14,076653;13,791682;0,351629;63,4583;349;3805;4154
414;18/02/2012;1;1;2;0;6;0;1;14,213347;12,792243;0,355425;53,4583;1435;2883;4318
415;19/02/2012;1;1;2;0;0;0;2;11,48;16,958504;0,265788;51,5833;618;2071;2689
416;20/02/2012;1;1;2;1;1;0;1;11,48;15,348561;0,273391;50,7826;502;2627;3129
417;21/02/2012;1;1;2;0;2;1;1;11,800866;13,783039;0,295113;59,4348;163;3614;3777
418;22/02/2012;1;1;2;0;3;1;1;16,229153;15,709557;0,392667;56,7917;394;4379;4773
419;23/02/2012;1;1;2;0;4;1;1;18,620847;12,791171;0,444446;55,4583;516;4546;5062
420;24/02/2012;1;1;2;0;5;1;2;16,7075;15,916989;0,410971;73,75;246;3241;3487
421;25/02/2012;1;1;2;0;6;0;1;11,924153;28,250014;0,255675;39,5833;317;2415;2732
422;26/02/2012;1;1;2;0;0;0;1;11,445847;13,750343;0,268308;41;515;2874;3389
423;27/02/2012;1;1;2;0;1;1;1;15,033347;17,958211;0,357954;49,0833;253;4069;4322
424;28/02/2012;1;1;2;0;2;1;1;14,725847;12,958939;0,353525;39,5833;229;4134;4363
425;29/02/2012;1;1;2;0;3;1;2;14,118268;12,000839;0,34847;80,4783;65;1769;1834
426;01/03/2012;1;1;3;0;4;1;1;19,919153;15,208129;0,475371;61,5417;325;4665;4990
427;02/03/2012;1;1;3;0;5;1;2;14,486653;9,708568;0,359842;65,7083;246;2948;3194
428;03/03/2012;1;1;3;0;6;0;2;16,980847;10,792293;0,413492;62,125;956;3110;4066
429;04/03/2012;1;1;3;0;0;0;1;13,359153;22,416257;0,303021;40,3333;710;2713;3423
430;05/03/2012;1;1;3;0;1;1;1;9,976653;15,333486;0,241171;50,625;203;3130;3333
431;06/03/2012;1;1;3;0;2;1;1;10,591653;13,458625;0,255042;45,6667;221;3735;3956
432;07/03/2012;1;1;3;0;3;1;1;16,570847;23,167193;0,3851;51,3333;432;4484;4916
433;08/03/2012;1;1;3;0;4;1;1;21,6275;29,584721;0,524604;56,75;486;4896;5382
434;09/03/2012;1;1;3;0;5;1;2;16,844153;27,7916;0,397083;40,7083;447;4122;4569
435;10/03/2012;1;1;3;0;6;0;1;11,7875;15,12525;0,277767;35,0417;968;3150;4118
436;11/03/2012;1;1;3;0;0;0;1;14,831299;14,913329;0,35967;47,6957;1658;3253;4911
437;12/03/2012;1;1;3;0;1;1;1;19,133347;13,916771;0,459592;48,9167;838;4460;5298
438;13/03/2012;1;1;3;0;2;1;1;23,165;15,87565;0,542929;61,75;762;5085;5847
439;14/03/2012;1;1;3;0;3;1;1;23,4725;7,709154;0,548617;50,7083;997;5315;6312
440;15/03/2012;1;1;3;0;4;1;1;22,8575;10,042161;0,532825;57,9583;1005;5187;6192
441;16/03/2012;1;1;3;0;5;1;2;17,869153;7,583864;0,436229;84,2083;548;3830;4378
442;17/03/2012;1;1;3;0;6;0;2;21,080847;7,417168;0,505046;75,5833;3155;4681;7836
443;18/03/2012;1;1;3;0;0;0;2;19,3725;8,501161;0,464;81;2207;3685;5892
444;19/03/2012;1;1;3;0;1;1;1;22,345;10,875239;0,532821;72,875;982;5171;6153
445;20/03/2012;1;1;3;0;2;1;1;22,994153;8,125157;0,538533;80,7917;1051;5042;6093
446;21/03/2012;2;1;3;0;3;1;2;21,798347;6,0004061;0,513258;82,125;1122;5108;6230
447;22/03/2012;2;1;3;0;4;1;1;22,720847;7,876654;0,531567;83,125;1334;5537;6871
448;23/03/2012;2;1;3;0;5;1;2;24,668347;7,7921;0,570067;69,4167;2469;5893;8362
449;24/03/2012;2;1;3;0;6;0;2;20,6025;12,916461;0,486733;88,5417;1033;2339;3372
450;25/03/2012;2;1;3;0;0;0;2;17,9375;14,791925;0,437488;88,0833;1532;3464;4996
451;26/03/2012;2;1;3;0;1;1;1;18,279153;25,917007;0,43875;47,7917;795;4763;5558
452;27/03/2012;2;1;3;0;2;1;1;13,256653;12,541864;0,315654;29;531;4571;5102
453;28/03/2012;2;1;3;0;3;1;1;19,850847;19,541957;0,47095;48,125;674;5024;5698
454;29/03/2012;2;1;3;0;4;1;1;20,260847;21,41655;0,482304;43,9167;834;5299;6133
455;30/03/2012;2;1;3;0;5;1;2;15,17;9,250489;0,375621;58,0833;796;4663;5459
456;31/03/2012;2;1;3;0;6;0;2;17,390847;16,791339;0,421708;73,8333;2301;3934;6235
457;01/04/2012;2;1;4;0;0;0;2;17,459153;11,541889;0,417287;67,625;2347;3694;6041
458;02/04/2012;2;1;4;0;1;1;1;17,790433;20,913313;0,427513;50,4348;1208;4728;5936
459;03/04/2012;2;1;4;0;2;1;1;19,133347;6,708911;0,461483;39,6667;1348;5424;6772
460;04/04/2012;2;1;4;0;3;1;1;22,208347;12,125325;0,53345;46,9583;1058;5378;6436
461;05/04/2012;2;1;4;0;4;1;1;17,835;14,708443;0,431163;37,4167;1192;5265;6457
462;06/04/2012;2;1;4;0;5;1;1;16,536653;20,125996;0,390767;37,7083;1807;4653;6460
463;07/04/2012;2;1;4;0;6;0;1;17,9375;18,416357;0,426129;25,4167;3252;3605;6857
464;08/04/2012;2;1;4;0;0;0;1;20,5;15,583932;0,492425;27,5833;2230;2939;5169
465;09/04/2012;2;1;4;0;1;1;1;20,055847;23,999132;0,476638;31,75;905;4680;5585
466;10/04/2012;2;1;4;0;2;1;1;18,313347;16,708125;0,436233;43,5;819;5099;5918
467;11/04/2012;2;1;4;0;3;1;1;14,296536;19,783358;0,337274;46,9565;482;4380;4862
468;12/04/2012;2;1;4;0;4;1;1;16,2975;19,458743;0,387604;46,625;663;4746;5409
469;13/04/2012;2;1;4;0;5;1;1;18,1425;10,416557;0,431808;40,8333;1252;5146;6398
470;14/04/2012;2;1;4;0;6;0;1;20,295;12,791439;0,487996;50,2917;2795;4665;7460
471;15/04/2012;2;1;4;0;0;0;1;24,873347;15,083643;0,573875;50,7917;2846;4286;7132
472;16/04/2012;2;1;4;1;1;0;1;27,230847;19,083543;0,614925;56,1667;1198;5172;6370
473;17/04/2012;2;1;4;0;2;1;1;24,941653;18,333143;0,598487;39,0417;989;5702;6691
474;18/04/2012;2;1;4;0;3;1;2;18,996653;11,250104;0,457038;56,9167;347;4020;4367
475;19/04/2012;2;1;4;0;4;1;1;20,431653;4,4172564;0,493046;61,25;846;5719;6565
476;20/04/2012;2;1;4;0;5;1;1;21,593347;10,041357;0,515775;69,4583;1340;5950;7290
477;21/04/2012;2;1;4;0;6;0;1;23,37;19,000329;0,542921;68,2917;2541;4083;6624
478;22/04/2012;2;1;4;0;0;0;3;16,263347;23,084582;0,389504;83,5417;120;907;1027
479;23/04/2012;2;1;4;0;1;1;2;13,188347;20,334232;0,301125;76,6667;195;3019;3214
480;24/04/2012;2;1;4;0;2;1;1;16,946653;16,708661;0,405283;45,4167;518;5115;5633
481;25/04/2012;2;1;4;0;3;1;1;19,543347;7,959064;0,470317;42,7917;655;5541;6196
482;26/04/2012;2;1;4;0;4;1;2;20,431653;11,833875;0,483583;75,6667;475;4551;5026
483;27/04/2012;2;1;4;0;5;1;1;18,7575;23,291411;0,452637;40,0833;1014;5219;6233
484;28/04/2012;2;1;4;0;6;0;2;15,443347;8,708325;0,377504;48,9583;1120;3100;4220
485;29/04/2012;2;1;4;0;0;0;1;18,791653;7,832836;0,450121;58,7083;2229;4075;6304
486;30/04/2012;2;1;4;0;1;1;2;19,030847;11,499746;0,457696;57;665;4907;5572
487;01/05/2012;2;1;5;0;2;1;2;25,146653;10,458432;0,577021;65,9583;653;5087;5740
488;02/05/2012;2;1;5;0;3;1;1;23,130847;9,249886;0,537896;79,7083;667;5502;6169
